            Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Estimates of Personal Income for Small Areas, 2011-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Released at 11:30 am (Canberra time) Tuesday 19 June 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table 5 ESTIMATES OF PERSONAL INCOME, Total Income, 2011-16 Local Government Area (a)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Earners (persons),,,,,,Median age of earners (years),,,,,,Income ($),,,,,,Median ($),,,,,,Mean ($),,,,,,,,,
LGA,LGA NAME,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,,,,
13550,Gunnedah (A)," 6,148 "," 6,193 "," 6,133 "," 6,306 "," 6,482 "," 6,488 ", 44 , 44 , 44 , 44 , 44 , 43 ," 272,000,000 "," 298,000,000 "," 299,000,000 "," 327,000,000 "," 360,000,000 "," 378,000,000 "," 35,267 "," 37,939 "," 38,940 "," 41,560 "," 43,717 "," 45,455 "," 44,237 "," 48,046 "," 48,729 "," 51,777 "," 55,464 "," 58,197 ",,,,
13660,Gwydir (A)," 2,371 "," 2,444 "," 2,435 "," 2,417 "," 2,450 "," 2,316 ", 46 , 46 , 47 , 48 , 48 , 48 ," 80,374,887 "," 86,584,390 "," 82,266,910 "," 80,519,853 "," 101,000,000 "," 113,000,000 "," 30,301 "," 31,491 "," 31,292 "," 31,110 "," 34,193 "," 38,152 "," 33,899 "," 35,427 "," 33,785 "," 33,314 "," 41,095 "," 48,956 ",,,,
13800,Hawkesbury (C)," 35,322 "," 35,478 "," 35,592 "," 36,282 "," 37,328 "," 38,015 ", 42 , 42 , 43 , 43 , 43 , 43 ," 1,740,000,000 "," 1,830,000,000 "," 1,920,000,000 "," 2,030,000,000 "," 2,160,000,000 "," 2,270,000,000 "," 41,716 "," 43,859 "," 45,415 "," 46,731 "," 48,276 "," 49,923 "," 49,154 "," 51,674 "," 53,936 "," 55,981 "," 57,847 "," 59,664 ",,,,
13850,Hay (A)," 1,604 "," 1,674 "," 1,696 "," 1,694 "," 1,773 "," 1,716 ", 46 , 46 , 47 , 47 , 47 , 47 ," 61,094,198 "," 72,775,098 "," 71,738,275 "," 78,136,036 "," 84,381,956 "," 80,648,795 "," 34,060 "," 35,736 "," 37,351 "," 38,360 "," 39,194 "," 39,416 "," 38,089 "," 43,474 "," 42,299 "," 46,125 "," 47,593 "," 46,998 ",,,,
13910,Hilltops (A)," 9,159 "," 9,253 "," 9,258 "," 9,238 "," 9,381 "," 9,344 ", 45 , 46 , 46 , 46 , 46 , 46 ," 374,000,000 "," 392,000,000 "," 407,000,000 "," 417,000,000 "," 453,000,000 "," 459,000,000 "," 34,452 "," 35,543 "," 36,829 "," 38,063 "," 40,065 "," 40,913 "," 40,784 "," 42,324 "," 43,919 "," 45,167 "," 48,290 "," 49,148 ",,,,
14000,Hornsby (A)," 82,618 "," 83,168 "," 83,729 "," 85,008 "," 87,263 "," 88,943 ", 45 , 45 , 45 , 45 , 45 , 45 ," 5,090,000,000 "," 5,300,000,000 "," 5,550,000,000 "," 5,750,000,000 "," 6,020,000,000 "," 6,300,000,000 "," 45,255 "," 47,436 "," 49,223 "," 50,292 "," 51,350 "," 52,738 "," 61,610 "," 63,752 "," 66,228 "," 67,643 "," 68,940 "," 70,789 ",,,,
14100,Hunters Hill (A)," 7,507 "," 7,788 "," 7,870 "," 8,114 "," 8,381 "," 8,426 ", 47 , 48 , 48 , 48 , 48 , 48 ," 889,000,000 "," 910,000,000 "," 978,000,000 "," 1,060,000,000 "," 1,110,000,000 "," 1,150,000,000 "," 57,521 "," 59,844 "," 62,842 "," 64,933 "," 66,407 "," 69,912 "," 118,474 "," 116,874 "," 124,323 "," 130,711 "," 132,053 "," 136,108 ",,,,
14170,Inner West (A)," 101,619 "," 102,758 "," 105,302 "," 107,956 "," 111,712 "," 114,827 ", 38 , 39 , 39 , 39 , 39 , 39 ," 6,810,000,000 "," 7,190,000,000 "," 7,650,000,000 "," 8,180,000,000 "," 8,700,000,000 "," 9,300,000,000 "," 49,789 "," 52,199 "," 54,430 "," 55,989 "," 57,301 "," 59,101 "," 66,966 "," 69,937 "," 72,667 "," 75,745 "," 77,873 "," 81,021 ",,,,
14200,Inverell (A)," 7,799 "," 7,856 "," 7,822 "," 7,861 "," 7,919 "," 8,006 ", 45 , 45 , 45 , 45 , 45 , 45 ," 281,000,000 "," 305,000,000 "," 303,000,000 "," 317,000,000 "," 344,000,000 "," 371,000,000 "," 32,081 "," 34,485 "," 34,990 "," 36,457 "," 38,581 "," 40,664 "," 35,994 "," 38,798 "," 38,706 "," 40,372 "," 43,384 "," 46,353 ",,,,
14300,Junee (A)," 2,602 "," 2,629 "," 2,620 "," 2,720 "," 2,796 "," 2,812 ", 44 , 44 , 45 , 44 , 44 , 44 ," 122,000,000 "," 126,000,000 "," 126,000,000 "," 129,000,000 "," 141,000,000 "," 147,000,000 "," 38,685 "," 39,029 "," 40,186 "," 40,700 "," 43,383 "," 44,768 "," 46,717 "," 47,934 "," 47,962 "," 47,583 "," 50,253 "," 52,221 ",,,,
14350,Kempsey (A)," 12,324 "," 12,433 "," 12,272 "," 12,361 "," 12,710 "," 12,758 ", 48 , 48 , 49 , 49 , 49 , 49 ," 436,000,000 "," 465,000,000 "," 478,000,000 "," 494,000,000 "," 522,000,000 "," 542,000,000 "," 29,645 "," 31,341 "," 33,058 "," 34,345 "," 34,724 "," 36,161 "," 35,396 "," 37,404 "," 38,941 "," 39,945 "," 41,076 "," 42,476 ",,,,
14400,Kiama (A)," 11,844 "," 11,984 "," 12,062 "," 12,397 "," 12,701 "," 12,901 ", 48 , 48 , 49 , 49 , 49 , 49 ," 606,000,000 "," 652,000,000 "," 673,000,000 "," 715,000,000 "," 748,000,000 "," 789,000,000 "," 38,792 "," 40,553 "," 41,638 "," 42,895 "," 43,820 "," 45,542 "," 51,194 "," 54,413 "," 55,815 "," 57,640 "," 58,873 "," 61,162 ",,,,
14500,Ku-ring-gai (A)," 68,712 "," 70,303 "," 71,749 "," 72,823 "," 75,151 "," 76,786 ", 48 , 48 , 48 , 48 , 48 , 48 ," 6,490,000,000 "," 6,730,000,000 "," 7,090,000,000 "," 7,480,000,000 "," 7,770,000,000 "," 8,110,000,000 "," 49,653 "," 52,142 "," 54,301 "," 56,155 "," 57,237 "," 58,598 "," 94,519 "," 95,675 "," 98,787 "," 102,711 "," 103,457 "," 105,650 ",,,,
14550,Kyogle (A)," 4,289 "," 4,233 "," 4,173 "," 4,172 "," 4,269 "," 4,248 ", 49 , 50 , 50 , 50 , 50 , 50 ," 136,000,000 "," 141,000,000 "," 144,000,000 "," 148,000,000 "," 160,000,000 "," 167,000,000 "," 25,694 "," 27,318 "," 28,254 "," 28,949 "," 30,904 "," 31,933 "," 31,731 "," 33,217 "," 34,570 "," 35,564 "," 37,508 "," 39,312 ",,,,
14600,Lachlan (A)," 3,337 "," 3,382 "," 3,302 "," 3,328 "," 3,291 "," 3,253 ", 45 , 45 , 45 , 45 , 45 , 45 ," 154,000,000 "," 145,000,000 "," 149,000,000 "," 162,000,000 "," 174,000,000 "," 160,000,000 "," 35,567 "," 35,597 "," 37,539 "," 39,332 "," 42,517 "," 40,433 "," 46,150 "," 42,902 "," 45,259 "," 48,820 "," 52,772 "," 49,131 ",,,,
14650,Lake Macquarie (C)," 101,946 "," 102,871 "," 102,929 "," 103,379 "," 105,455 "," 107,360 ", 44 , 44 , 44 , 45 , 45 , 45 ," 5,120,000,000 "," 5,500,000,000 "," 5,720,000,000 "," 5,840,000,000 "," 6,010,000,000 "," 6,230,000,000 "," 40,329 "," 42,816 "," 44,589 "," 45,161 "," 45,909 "," 47,059 "," 50,266 "," 53,435 "," 55,557 "," 56,462 "," 56,997 "," 57,983 ",,,,
14700,Lane Cove (A)," 19,909 "," 20,187 "," 20,622 "," 21,444 "," 22,407 "," 23,510 ", 42 , 43 , 43 , 42 , 42 , 42 ," 1,880,000,000 "," 1,930,000,000 "," 2,080,000,000 "," 2,200,000,000 "," 2,310,000,000 "," 2,470,000,000 "," 56,326 "," 59,780 "," 61,796 "," 63,080 "," 64,880 "," 67,210 "," 94,512 "," 95,621 "," 100,799 "," 102,381 "," 103,108 "," 105,013 ",,,,
14750,Leeton (A)," 5,738 "," 5,814 "," 5,727 "," 5,814 "," 5,931 "," 5,855 ", 43 , 44 , 44 , 44 , 44 , 44 ," 229,000,000 "," 239,000,000 "," 250,000,000 "," 265,000,000 "," 284,000,000 "," 292,000,000 "," 35,562 "," 36,987 "," 39,788 "," 41,230 "," 43,722 "," 44,962 "," 39,957 "," 41,187 "," 43,599 "," 45,613 "," 47,861 "," 49,815 ",,,,
14850,Lismore (C)," 22,387 "," 22,078 "," 21,779 "," 22,038 "," 22,440 "," 22,559 ", 45 , 46 , 47 , 47 , 47 , 46 ," 883,000,000 "," 917,000,000 "," 933,000,000 "," 978,000,000 "," 1,020,000,000 "," 1,060,000,000 "," 33,965 "," 35,576 "," 36,839 "," 37,968 "," 38,901 "," 40,074 "," 39,448 "," 41,521 "," 42,826 "," 44,383 "," 45,428 "," 46,796 ",,,,
14870,Lithgow (C)," 9,595 "," 9,523 "," 9,613 "," 9,666 "," 9,663 "," 9,662 ", 45 , 46 , 46 , 46 , 46 , 46 ," 497,000,000 "," 516,000,000 "," 521,000,000 "," 539,000,000 "," 537,000,000 "," 531,000,000 "," 40,545 "," 41,715 "," 41,938 "," 42,809 "," 43,472 "," 44,339 "," 51,819 "," 54,221 "," 54,164 "," 55,797 "," 55,541 "," 54,940 ",,,,
14900,Liverpool (C)," 85,180 "," 86,750 "," 88,124 "," 91,349 "," 95,737 "," 98,695 ", 39 , 40 , 40 , 40 , 40 , 40 ," 4,020,000,000 "," 4,290,000,000 "," 4,530,000,000 "," 4,810,000,000 "," 5,180,000,000 "," 5,470,000,000 "," 42,256 "," 44,048 "," 45,616 "," 46,383 "," 47,606 "," 48,520 "," 47,150 "," 49,432 "," 51,399 "," 52,617 "," 54,133 "," 55,444 ",,,,
14920,Liverpool Plains (A)," 3,861 "," 3,901 "," 3,925 "," 3,914 "," 3,932 "," 3,827 ", 47 , 47 , 48 , 48 , 48 , 48 ," 154,000,000 "," 161,000,000 "," 161,000,000 "," 164,000,000 "," 183,000,000 "," 190,000,000 "," 32,874 "," 34,365 "," 34,584 "," 36,062 "," 38,221 "," 40,571 "," 39,917 "," 41,306 "," 40,953 "," 41,787 "," 46,470 "," 49,578 ",,,,
14950,Lockhart (A)," 1,699 "," 1,699 "," 1,670 "," 1,694 "," 1,703 "," 1,364 ", 47 , 48 , 48 , 49 , 48 , 47 ," 78,206,847 "," 77,809,298 "," 79,793,327 "," 83,527,608 "," 86,601,960 "," 69,365,822 "," 37,840 "," 38,791 "," 40,663 "," 42,221 "," 43,054 "," 45,187 "," 46,031 "," 45,797 "," 47,780 "," 49,308 "," 50,853 "," 50,855 ",,,,
15050,Maitland (C)," 35,982 "," 37,214 "," 37,621 "," 38,412 "," 39,544 "," 40,807 ", 41 , 41 , 41 , 41 , 41 , 41 ," 1,920,000,000 "," 2,140,000,000 "," 2,220,000,000 "," 2,290,000,000 "," 2,370,000,000 "," 2,460,000,000 "," 43,503 "," 46,294 "," 48,013 "," 48,450 "," 49,039 "," 49,867 "," 53,254 "," 57,443 "," 59,015 "," 59,575 "," 59,998 "," 60,206 ",,,,
15240,Mid-Coast (A)," 41,000 "," 40,977 "," 40,458 "," 40,756 "," 41,708 "," 42,414 ", 49 , 50 , 50 , 51 , 51 , 51 ," 1,530,000,000 "," 1,610,000,000 "," 1,670,000,000 "," 1,700,000,000 "," 1,780,000,000 "," 1,870,000,000 "," 29,880 "," 31,462 "," 33,005 "," 33,629 "," 34,420 "," 35,736 "," 37,269 "," 39,398 "," 41,335 "," 41,671 "," 42,795 "," 44,026 ",,,,
15270,Mid-Western Regional (A)," 11,263 "," 11,686 "," 11,820 "," 11,840 "," 11,985 "," 12,003 ", 45 , 45 , 45 , 45 , 45 , 45 ," 517,000,000 "," 594,000,000 "," 624,000,000 "," 643,000,000 "," 652,000,000 "," 668,000,000 "," 35,105 "," 38,100 "," 39,077 "," 40,115 "," 40,989 "," 41,867 "," 45,870 "," 50,790 "," 52,770 "," 54,269 "," 54,383 "," 55,620 ",,,,
15300,Moree Plains (A)," 6,870 "," 6,916 "," 7,003 "," 6,938 "," 6,863 "," 6,764 ", 42 , 42 , 42 , 43 , 43 , 43 ," 333,000,000 "," 368,000,000 "," 387,000,000 "," 369,000,000 "," 373,000,000 "," 435,000,000 "," 39,670 "," 41,550 "," 44,510 "," 44,076 "," 44,543 "," 48,215 "," 48,434 "," 53,171 "," 55,231 "," 53,117 "," 54,412 "," 64,351 ",,,,
15350,Mosman (A)," 17,980 "," 18,322 "," 18,636 "," 19,085 "," 19,631 "," 19,866 ", 46 , 46 , 47 , 47 , 47 , 47 ," 2,490,000,000 "," 2,490,000,000 "," 2,660,000,000 "," 2,960,000,000 "," 3,050,000,000 "," 3,220,000,000 "," 62,169 "," 64,649 "," 67,397 "," 69,455 "," 71,177 "," 74,068 "," 138,641 "," 135,798 "," 142,467 "," 155,115 "," 155,330 "," 162,272 ",,,,
15520,Murray River (A)," 5,641 "," 5,679 "," 5,660 "," 5,817 "," 5,929 "," 5,847 ", 47 , 47 , 48 , 48 , 48 , 48 ," 214,000,000 "," 231,000,000 "," 246,000,000 "," 262,000,000 "," 285,000,000 "," 275,000,000 "," 31,458 "," 33,541 "," 36,233 "," 37,136 "," 38,940 "," 39,013 "," 38,011 "," 40,612 "," 43,425 "," 45,013 "," 48,105 "," 46,960 ",,,,
15560,Murrumbidgee (A)," 2,114 "," 2,203 "," 2,185 "," 2,231 "," 2,243 "," 2,103 ", 46 , 45 , 46 , 46 , 46 , 45 ," 80,320,789 "," 84,430,278 "," 96,097,208 "," 99,646,736 "," 113,000,000 "," 109,000,000 "," 32,430 "," 32,868 "," 38,282 "," 39,369 "," 41,310 "," 43,211 "," 37,995 "," 38,325 "," 43,980 "," 44,665 "," 50,345 "," 52,068 ",,,,
15650,Muswellbrook (A)," 8,249 "," 8,510 "," 8,399 "," 8,245 "," 8,246 "," 8,093 ", 41 , 40 , 41 , 41 , 42 , 42 ," 483,000,000 "," 539,000,000 "," 554,000,000 "," 554,000,000 "," 557,000,000 "," 547,000,000 "," 45,350 "," 49,301 "," 50,688 "," 51,165 "," 51,184 "," 51,913 "," 58,611 "," 63,293 "," 65,948 "," 67,184 "," 67,582 "," 67,625 ",,,,
15700,Nambucca (A)," 8,277 "," 8,205 "," 8,221 "," 8,377 "," 8,663 "," 8,695 ", 50 , 50 , 51 , 51 , 51 , 50 ," 283,000,000 "," 299,000,000 "," 310,000,000 "," 337,000,000 "," 354,000,000 "," 364,000,000 "," 27,507 "," 29,099 "," 30,773 "," 32,134 "," 33,378 "," 34,830 "," 34,244 "," 36,477 "," 37,743 "," 40,271 "," 40,841 "," 41,891 ",,,,
15750,Narrabri (A)," 7,132 "," 7,275 "," 7,199 "," 7,223 "," 7,167 "," 6,869 ", 44 , 44 , 44 , 45 , 45 , 45 ," 314,000,000 "," 344,000,000 "," 353,000,000 "," 364,000,000 "," 375,000,000 "," 378,000,000 "," 36,599 "," 39,102 "," 41,500 "," 41,704 "," 42,163 "," 44,690 "," 43,969 "," 47,219 "," 49,087 "," 50,414 "," 52,265 "," 55,059 ",,,,
15800,Narrandera (A)," 3,018 "," 3,060 "," 3,037 "," 3,073 "," 3,070 "," 2,903 ", 47 , 47 , 47 , 47 , 47 , 47 ," 129,000,000 "," 128,000,000 "," 131,000,000 "," 139,000,000 "," 143,000,000 "," 141,000,000 "," 35,922 "," 36,420 "," 38,225 "," 38,237 "," 39,979 "," 42,296 "," 42,755 "," 41,746 "," 43,106 "," 45,355 "," 46,586 "," 48,455 ",,,,
15850,Narromine (A)," 3,441 "," 3,353 "," 3,397 "," 3,387 "," 3,438 "," 3,389 ", 46 , 46 , 46 , 46 , 46 , 46 ," 149,000,000 "," 145,000,000 "," 151,000,000 "," 154,000,000 "," 165,000,000 "," 168,000,000 "," 35,782 "," 37,128 "," 37,305 "," 37,898 "," 40,088 "," 42,139 "," 43,224 "," 43,335 "," 44,306 "," 45,474 "," 48,033 "," 49,437 ",,,,
15900,Newcastle (C)," 80,800 "," 82,101 "," 82,546 "," 83,157 "," 85,036 "," 86,084 ", 40 , 40 , 41 , 41 , 41 , 41 ," 4,320,000,000 "," 4,660,000,000 "," 4,890,000,000 "," 5,070,000,000 "," 5,250,000,000 "," 5,400,000,000 "," 42,868 "," 45,361 "," 47,554 "," 48,037 "," 48,915 "," 49,887 "," 53,518 "," 56,766 "," 59,231 "," 60,952 "," 61,706 "," 62,752 ",,,,
15950,North Sydney (A)," 43,126 "," 43,828 "," 45,135 "," 46,436 "," 48,134 "," 49,140 ", 38 , 39 , 39 , 39 , 39 , 40 ," 4,060,000,000 "," 4,220,000,000 "," 4,550,000,000 "," 4,700,000,000 "," 5,000,000,000 "," 5,300,000,000 "," 61,132 "," 63,677 "," 66,254 "," 68,493 "," 70,603 "," 72,915 "," 94,079 "," 96,339 "," 100,800 "," 101,312 "," 103,974 "," 107,918 ",,,,
15990,Northern Beaches (A)," 150,923 "," 154,633 "," 157,709 "," 160,151 "," 165,544 "," 167,409 ", 43 , 43 , 44 , 44 , 44 , 44 ," 10,500,000,000 "," 11,100,000,000 "," 11,800,000,000 "," 12,700,000,000 "," 13,600,000,000 "," 14,100,000,000 "," 45,056 "," 47,082 "," 49,217 "," 51,299 "," 53,060 "," 54,783 "," 69,879 "," 72,004 "," 75,094 "," 79,591 "," 82,042 "," 84,380 ",,,,
16100,Oberon (A)," 2,787 "," 2,759 "," 2,760 "," 2,765 "," 2,805 "," 2,789 ", 47 , 47 , 47 , 47 , 48 , 48 ," 125,000,000 "," 125,000,000 "," 125,000,000 "," 132,000,000 "," 144,000,000 "," 146,000,000 "," 37,638 "," 39,996 "," 39,486 "," 41,820 "," 44,683 "," 44,699 "," 44,795 "," 45,437 "," 45,353 "," 47,670 "," 51,316 "," 52,262 ",,,,
16150,Orange (C)," 20,450 "," 20,726 "," 20,826 "," 20,914 "," 21,451 "," 21,625 ", 42 , 42 , 42 , 42 , 42 , 42 ," 1,040,000,000 "," 1,130,000,000 "," 1,170,000,000 "," 1,190,000,000 "," 1,250,000,000 "," 1,290,000,000 "," 42,244 "," 45,359 "," 46,404 "," 47,331 "," 48,151 "," 48,871 "," 50,830 "," 54,396 "," 56,103 "," 57,059 "," 58,150 "," 59,507 ",,,,
16200,Parkes (A)," 7,391 "," 7,496 "," 7,365 "," 7,432 "," 7,548 "," 7,235 ", 44 , 44 , 44 , 45 , 45 , 44 ," 332,000,000 "," 345,000,000 "," 348,000,000 "," 360,000,000 "," 386,000,000 "," 376,000,000 "," 37,217 "," 37,965 "," 38,975 "," 39,973 "," 42,096 "," 43,145 "," 44,960 "," 45,969 "," 47,202 "," 48,419 "," 51,096 "," 51,906 ",,,,
16260,Parramatta (C)," 110,075 "," 111,330 "," 115,132 "," 119,025 "," 125,064 "," 129,833 ", 39 , 39 , 39 , 39 , 39 , 38 ," 5,650,000,000 "," 5,970,000,000 "," 6,420,000,000 "," 6,810,000,000 "," 7,310,000,000 "," 7,760,000,000 "," 41,830 "," 43,922 "," 45,877 "," 47,140 "," 48,374 "," 49,048 "," 51,360 "," 53,657 "," 55,796 "," 57,193 "," 58,413 "," 59,766 ",,,,
16350,Penrith (C)," 97,695 "," 98,564 "," 99,609 "," 101,976 "," 105,771 "," 108,050 ", 39 , 40 , 40 , 40 , 40 , 40 ," 4,830,000,000 "," 5,100,000,000 "," 5,390,000,000 "," 5,640,000,000 "," 5,990,000,000 "," 6,320,000,000 "," 44,435 "," 46,503 "," 48,392 "," 49,442 "," 50,776 "," 52,203 "," 49,393 "," 51,780 "," 54,083 "," 55,350 "," 56,654 "," 58,493 ",,,,
16380,Port Macquarie-Hastings (A)," 37,686 "," 37,882 "," 37,837 "," 38,612 "," 39,952 "," 40,474 ", 48 , 48 , 48 , 49 , 48 , 48 ," 1,510,000,000 "," 1,600,000,000 "," 1,680,000,000 "," 1,770,000,000 "," 1,900,000,000 "," 1,970,000,000 "," 31,858 "," 33,748 "," 35,631 "," 36,731 "," 38,122 "," 39,210 "," 39,939 "," 42,164 "," 44,496 "," 45,716 "," 47,521 "," 48,682 ",,,,
16400,Port Stephens (A)," 33,863 "," 34,364 "," 34,591 "," 34,769 "," 35,421 "," 35,824 ", 45 , 45 , 45 , 46 , 46 , 46 ," 1,560,000,000 "," 1,690,000,000 "," 1,770,000,000 "," 1,810,000,000 "," 1,860,000,000 "," 1,900,000,000 "," 36,873 "," 39,612 "," 40,862 "," 41,320 "," 41,887 "," 42,711 "," 46,063 "," 49,252 "," 51,094 "," 52,023 "," 52,417 "," 53,169 ",,,,
16490,Queanbeyan-Palerang Regional (A)," 31,257 "," 31,761 "," 32,072 "," 32,187 "," 33,235 "," 34,299 ", 42 , 42 , 43 , 43 , 43 , 43 ," 1,870,000,000 "," 1,980,000,000 "," 2,070,000,000 "," 2,120,000,000 "," 2,240,000,000 "," 2,390,000,000 "," 52,015 "," 54,498 "," 56,524 "," 57,327 "," 58,581 "," 60,055 "," 59,746 "," 62,376 "," 64,409 "," 65,766 "," 67,349 "," 69,639 ",,,,
16550,Randwick (C)," 75,575 "," 77,004 "," 78,676 "," 80,953 "," 84,050 "," 85,093 ", 39 , 39 , 39 , 39 , 39 , 39 ," 5,030,000,000 "," 5,360,000,000 "," 5,720,000,000 "," 6,150,000,000 "," 6,560,000,000 "," 6,920,000,000 "," 47,811 "," 50,487 "," 52,474 "," 54,458 "," 56,143 "," 57,927 "," 66,618 "," 69,640 "," 72,678 "," 75,989 "," 78,050 "," 81,266 ",,,,
16610,Richmond Valley (A)," 10,028 "," 9,922 "," 10,027 "," 10,117 "," 10,278 "," 10,298 ", 46 , 46 , 46 , 47 , 47 , 46 ," 357,000,000 "," 373,000,000 "," 390,000,000 "," 408,000,000 "," 433,000,000 "," 446,000,000 "," 32,763 "," 34,686 "," 35,538 "," 36,971 "," 38,653 "," 39,299 "," 35,596 "," 37,639 "," 38,900 "," 40,330 "," 42,158 "," 43,319 ",,,,
16700,Ryde (C)," 59,694 "," 60,990 "," 62,630 "," 64,400 "," 67,149 "," 69,467 ", 41 , 41 , 41 , 41 , 41 , 40 ," 3,400,000,000 "," 3,610,000,000 "," 3,840,000,000 "," 4,060,000,000 "," 4,300,000,000 "," 4,570,000,000 "," 43,688 "," 45,771 "," 47,778 "," 48,681 "," 49,764 "," 50,529 "," 56,886 "," 59,141 "," 61,301 "," 62,995 "," 64,108 "," 65,817 ",,,,
16900,Shellharbour (C)," 32,137 "," 32,787 "," 32,914 "," 33,707 "," 34,793 "," 35,720 ", 41 , 42 , 42 , 42 , 42 , 42 ," 1,540,000,000 "," 1,660,000,000 "," 1,730,000,000 "," 1,830,000,000 "," 1,920,000,000 "," 2,020,000,000 "," 40,444 "," 42,585 "," 43,825 "," 45,007 "," 46,026 "," 47,630 "," 48,063 "," 50,712 "," 52,552 "," 54,205 "," 55,187 "," 56,495 ",,,,
16950,Shoalhaven (C)," 45,751 "," 45,918 "," 45,696 "," 46,785 "," 48,336 "," 49,541 ", 47 , 48 , 48 , 48 , 48 , 48 ," 1,860,000,000 "," 1,950,000,000 "," 2,020,000,000 "," 2,130,000,000 "," 2,270,000,000 "," 2,370,000,000 "," 32,759 "," 34,403 "," 35,768 "," 36,867 "," 37,950 "," 38,791 "," 40,748 "," 42,483 "," 44,226 "," 45,606 "," 47,013 "," 47,903 ",,,,
17000,Singleton (A)," 12,724 "," 12,940 "," 12,764 "," 12,655 "," 12,686 "," 12,502 ", 41 , 41 , 42 , 42 , 43 , 43 ," 809,000,000 "," 887,000,000 "," 922,000,000 "," 894,000,000 "," 903,000,000 "," 884,000,000 "," 47,662 "," 51,718 "," 53,475 "," 52,569 "," 52,268 "," 52,695 "," 63,570 "," 68,530 "," 72,221 "," 70,645 "," 71,199 "," 70,687 ",,,,
17040,Snowy Monaro Regional (A)," 10,573 "," 10,771 "," 11,032 "," 11,275 "," 11,428 "," 11,236 ", 46 , 46 , 46 , 46 , 46 , 46 ," 462,000,000 "," 490,000,000 "," 511,000,000 "," 546,000,000 "," 569,000,000 "," 579,000,000 "," 36,313 "," 38,241 "," 38,847 "," 40,273 "," 41,182 "," 42,116 "," 43,687 "," 45,534 "," 46,284 "," 48,436 "," 49,787 "," 51,549 ",,,,
17080,Snowy Valleys (A)," 7,537 "," 7,592 "," 7,509 "," 7,578 "," 7,660 "," 7,677 ", 46 , 46 , 47 , 47 , 47 , 47 ," 340,000,000 "," 352,000,000 "," 349,000,000 "," 368,000,000 "," 396,000,000 "," 404,000,000 "," 38,513 "," 39,917 "," 40,216 "," 41,244 "," 43,715 "," 44,380 "," 45,159 "," 46,410 "," 46,438 "," 48,583 "," 51,707 "," 52,626 ",,,,
17100,Strathfield (A)," 20,585 "," 20,586 "," 21,162 "," 22,013 "," 23,297 "," 24,347 ", 37 , 38 , 38 , 37 , 36 , 36 ," 1,140,000,000 "," 1,190,000,000 "," 1,300,000,000 "," 1,370,000,000 "," 1,480,000,000 "," 1,580,000,000 "," 38,828 "," 41,234 "," 43,824 "," 44,651 "," 45,359 "," 46,095 "," 55,379 "," 57,870 "," 61,369 "," 62,214 "," 63,561 "," 64,710 ",,,,
17150,Sutherland Shire (A)," 130,133 "," 131,401 "," 131,942 "," 133,773 "," 136,571 "," 136,869 ", 43 , 44 , 44 , 44 , 44 , 44 ," 7,800,000,000 "," 8,200,000,000 "," 8,570,000,000 "," 8,990,000,000 "," 9,450,000,000 "," 9,820,000,000 "," 45,909 "," 48,237 "," 50,098 "," 51,522 "," 52,887 "," 54,766 "," 59,935 "," 62,400 "," 64,981 "," 67,186 "," 69,165 "," 71,739 ",,,,
17200,Sydney (C)," 115,427 "," 119,023 "," 123,219 "," 127,151 "," 136,557 "," 143,028 ", 32 , 32 , 33 , 33 , 33 , 33 ," 7,540,000,000 "," 8,090,000,000 "," 8,770,000,000 "," 9,500,000,000 "," 10,600,000,000 "," 11,400,000,000 "," 44,778 "," 46,859 "," 49,443 "," 51,272 "," 52,536 "," 53,393 "," 65,354 "," 67,977 "," 71,152 "," 74,718 "," 77,757 "," 79,514 ",,,,
17310,Tamworth Regional (A)," 29,262 "," 29,893 "," 30,122 "," 30,389 "," 31,233 "," 31,835 ", 44 , 44 , 44 , 44 , 44 , 44 ," 1,280,000,000 "," 1,360,000,000 "," 1,420,000,000 "," 1,460,000,000 "," 1,560,000,000 "," 1,650,000,000 "," 37,688 "," 39,179 "," 40,609 "," 41,722 "," 43,183 "," 44,678 "," 43,576 "," 45,596 "," 47,007 "," 48,108 "," 49,994 "," 51,885 ",,,,
17350,Temora (A)," 3,108 "," 3,171 "," 3,216 "," 3,222 "," 3,262 "," 3,223 ", 47 , 48 , 48 , 48 , 48 , 48 ," 132,000,000 "," 131,000,000 "," 145,000,000 "," 151,000,000 "," 154,000,000 "," 161,000,000 "," 34,558 "," 35,418 "," 37,465 "," 38,006 "," 39,606 "," 40,613 "," 42,374 "," 41,318 "," 45,171 "," 46,757 "," 47,099 "," 49,832 ",,,,
