"Australian Exporters: by Export Value Range, Industry, State, and Destination Country",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Total Goods and Services Credit ($m),404125,"per 5368.0 Table 1 'Credits, Total goods and services' for FY 2018",,,,,,
,DATA SOURCE,5368.0.55.006 Tables 6 & 7,,5368.0.55.006 Table 1.1,,,5368.0.55.006 Table 5.1,,,,,,,,,,"5368.0.55.006 Table 5.2, and 5368.0 Table 1",,,,,,,,
,,,,Number of Goods Exporters,,,Industry of exporter,,,,,,,,,,Value of Goods and Services Exports in FY 2018 by Industry of exporter (ratio per cell multiplied by Total Goods and Services),,,,,,,,
Destination Country,Value Range,State,Size,Total,,,"Agriculture, forestry and fishing",Mining,Manufacturing,Construction,Wholesale Trade,Retail Trade,"Transport, postal and warehousing",Other (c),TOTAL,,"Agriculture, forestry and fishing",Mining,Manufacturing,Construction,Wholesale Trade,Retail Trade,"Transport, postal and warehousing",Other (c),TOTAL
,,,,no.,%,,no.,no.,no.,no.,no.,no.,no.,no.,no.,,$,$,$,$,$,$,$,$,$
AUSTRIA,"Less than $10,000",WA,Small,13,3%,,1,1,2,1,3,2,0,4,14,,169,227,2129,155,2439,155,0,539,5814
AUSTRIA,$100m or more,TAS,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,$50m and less than $100m,TAS,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,$10m and less than $50m,TAS,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,$1m and less than $10m,TAS,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$875,000 and less than $1m",TAS,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$750,000 and less than $875,000",TAS,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$500,000 and less than $750,000",TAS,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$250,000 and less than $500,000",TAS,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$100,000 and less than $250,000",TAS,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$55,000 and less than $100,000",TAS,Medium,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$10,000 and less than $55,000",TAS,Small,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"Less than $10,000",TAS,Small,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,$100m or more,NT,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,$50m and less than $100m,NT,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,$10m and less than $50m,NT,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,$1m and less than $10m,NT,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$875,000 and less than $1m",NT,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$750,000 and less than $875,000",NT,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$500,000 and less than $750,000",NT,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$250,000 and less than $500,000",NT,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$100,000 and less than $250,000",NT,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$55,000 and less than $100,000",NT,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$10,000 and less than $55,000",NT,Small,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"Less than $10,000",NT,Small,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,$100m or more,ACT,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,$50m and less than $100m,ACT,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,$10m and less than $50m,ACT,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,$1m and less than $10m,ACT,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$875,000 and less than $1m",ACT,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$750,000 and less than $875,000",ACT,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$500,000 and less than $750,000",ACT,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$250,000 and less than $500,000",ACT,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$100,000 and less than $250,000",ACT,Medium,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$55,000 and less than $100,000",ACT,Medium,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"$10,000 and less than $55,000",ACT,Small,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
AUSTRIA,"Less than $10,000",ACT,Small,1,0%,,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,12062,12062
BAHRAIN,$100m or more,NSW,Large,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$50m and less than $100m,NSW,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$10m and less than $50m,NSW,Large,2,1%,,0,0,0,0,1,0,0,0,1,,0,0,0,0,917383,0,0,0,917383
BAHRAIN,$1m and less than $10m,NSW,Large,7,3%,,0,0,2,0,3,1,1,2,9,,0,0,6849357,0,4385647,151192,379870,659028,12425094
BAHRAIN,"$875,000 and less than $1m",NSW,Large,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$750,000 and less than $875,000",NSW,Medium,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$500,000 and less than $750,000",NSW,Medium,3,1%,,0,0,1,0,1,0,0,1,3,,0,0,9630,0,17498,0,0,9566,36694
BAHRAIN,"$250,000 and less than $500,000",NSW,Medium,6,2%,,0,0,1,0,2,1,0,1,5,,0,0,20589,0,37413,5136,0,20453,83592
BAHRAIN,"$100,000 and less than $250,000",NSW,Medium,10,4%,,0,0,2,0,4,1,0,2,9,,0,0,35407,0,64339,8833,0,35173,143752
BAHRAIN,"$55,000 and less than $100,000",NSW,Medium,18,6%,,0,0,4,1,7,2,1,4,19,,0,0,59635,4431,108364,14877,26014,59241,272561
BAHRAIN,"$10,000 and less than $55,000",NSW,Small,18,6%,,0,0,3,1,6,3,1,5,19,,0,0,3882,616,9999,2080,1753,7000,25331
BAHRAIN,"Less than $10,000",NSW,Small,31,11%,,1,0,5,1,11,4,1,8,31,,859,0,6713,1065,17289,3597,3031,12104,44659
BAHRAIN,$100m or more,VIC,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$50m and less than $100m,VIC,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$10m and less than $50m,VIC,Large,1,0%,,0,0,0,0,1,0,0,0,1,,0,0,0,0,1713890,0,0,0,1713890
BAHRAIN,$1m and less than $10m,VIC,Large,6,2%,,0,0,2,0,2,1,0,1,6,,0,0,10237866,0,8193431,407985,0,776020,19615302
BAHRAIN,"$875,000 and less than $1m",VIC,Large,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$750,000 and less than $875,000",VIC,Medium,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$500,000 and less than $750,000",VIC,Medium,3,1%,,0,0,1,0,1,0,0,1,3,,0,0,14394,0,32691,0,0,11264,58349
BAHRAIN,"$250,000 and less than $500,000",VIC,Medium,5,2%,,0,0,2,0,2,1,0,1,6,,0,0,30775,0,69897,13860,0,24084,138616
BAHRAIN,"$100,000 and less than $250,000",VIC,Medium,9,3%,,0,0,3,0,4,1,0,2,10,,0,0,52923,0,120200,23835,0,41417,238376
BAHRAIN,"$55,000 and less than $100,000",VIC,Medium,16,6%,,0,0,4,1,6,2,1,3,17,,0,0,89137,5440,202449,40144,34379,69758,441308
BAHRAIN,"$10,000 and less than $55,000",VIC,Small,16,6%,,0,0,3,1,6,2,1,4,17,,0,0,5803,756,18680,5614,2317,8243,41413
BAHRAIN,"Less than $10,000",VIC,Small,27,10%,,1,0,6,1,10,4,1,6,29,,4399,0,10034,1308,32300,9707,4006,14253,76006
BAHRAIN,$100m or more,QLD,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$50m and less than $100m,QLD,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$10m and less than $50m,QLD,Large,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$1m and less than $10m,QLD,Large,4,1%,,0,0,1,0,1,0,0,1,3,,0,0,2774364,0,1831645,0,0,221369,4827378
BAHRAIN,"$875,000 and less than $1m",QLD,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$750,000 and less than $875,000",QLD,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$500,000 and less than $750,000",QLD,Medium,1,1%,,0,0,0,0,1,0,0,0,1,,0,0,0,0,7308,0,0,0,7308
BAHRAIN,"$250,000 and less than $500,000",QLD,Medium,3,1%,,0,0,1,0,1,0,0,1,3,,0,0,8340,0,15625,0,0,6870,30836
BAHRAIN,"$100,000 and less than $250,000",QLD,Medium,5,2%,,0,0,1,0,2,1,0,1,5,,0,0,14342,0,26871,3100,0,11815,56127
BAHRAIN,"$55,000 and less than $100,000",QLD,Medium,9,3%,,0,0,2,1,3,1,0,2,9,,0,0,24155,2574,45258,5221,0,19899,97108
BAHRAIN,"$10,000 and less than $55,000",QLD,Small,9,3%,,0,0,2,1,2,1,0,3,9,,0,0,1573,358,4176,730,0,2351,9188
BAHRAIN,"Less than $10,000",QLD,Small,15,5%,,0,0,3,1,4,2,1,4,15,,0,0,2719,619,7221,1263,261,4066,16148
BAHRAIN,$100m or more,SA,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$50m and less than $100m,SA,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$10m and less than $50m,SA,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$1m and less than $10m,SA,Large,1,0%,,0,0,1,0,0,0,0,0,1,,0,0,10124485,0,0,0,0,0,10124485
BAHRAIN,"$875,000 and less than $1m",SA,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$750,000 and less than $875,000",SA,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$500,000 and less than $750,000",SA,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$250,000 and less than $500,000",SA,Medium,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$100,000 and less than $250,000",SA,Medium,2,1%,,0,0,1,0,1,0,0,0,2,,0,0,52337,0,112852,0,0,0,165189
BAHRAIN,"$55,000 and less than $100,000",SA,Medium,3,1%,,0,0,1,0,1,0,0,1,3,,0,0,88150,0,190072,0,0,40421,318643
BAHRAIN,"$10,000 and less than $55,000",SA,Small,3,1%,,0,0,1,0,1,0,0,1,3,,0,0,5739,0,17538,0,0,4776,28053
BAHRAIN,"Less than $10,000",SA,Small,5,2%,,0,0,1,0,2,1,0,1,5,,0,0,9923,0,30325,2747,0,8259,51254
BAHRAIN,$100m or more,WA,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$50m and less than $100m,WA,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$10m and less than $50m,WA,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$1m and less than $10m,WA,Large,2,1%,,0,0,1,0,1,0,0,1,3,,0,0,4887812,0,1392343,0,0,66055,6346210
BAHRAIN,"$875,000 and less than $1m",WA,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$750,000 and less than $875,000",WA,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$500,000 and less than $750,000",WA,Medium,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$250,000 and less than $500,000",WA,Medium,2,1%,,0,0,1,0,1,0,0,0,2,,0,0,14693,0,11878,0,0,0,26571
BAHRAIN,"$100,000 and less than $250,000",WA,Medium,3,1%,,0,0,1,0,1,0,0,1,3,,0,0,25267,0,20426,0,0,3525,49218
BAHRAIN,"$55,000 and less than $100,000",WA,Medium,5,2%,,0,0,1,0,1,1,0,1,4,,0,0,42556,0,34403,1441,0,5938,84338
BAHRAIN,"$10,000 and less than $55,000",WA,Small,5,2%,,0,0,1,0,1,1,0,2,5,,0,0,2771,0,3174,201,0,702,6848
BAHRAIN,"Less than $10,000",WA,Small,9,3%,,0,0,2,1,2,1,0,3,9,,0,0,4791,349,5489,348,0,1213,12190
BAHRAIN,$100m or more,TAS,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$50m and less than $100m,TAS,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$10m and less than $50m,TAS,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$1m and less than $10m,TAS,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$875,000 and less than $1m",TAS,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$750,000 and less than $875,000",TAS,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$500,000 and less than $750,000",TAS,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$250,000 and less than $500,000",TAS,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$100,000 and less than $250,000",TAS,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$55,000 and less than $100,000",TAS,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$10,000 and less than $55,000",TAS,Small,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"Less than $10,000",TAS,Small,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$100m or more,NT,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$50m and less than $100m,NT,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$10m and less than $50m,NT,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$1m and less than $10m,NT,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$875,000 and less than $1m",NT,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$750,000 and less than $875,000",NT,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$500,000 and less than $750,000",NT,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$250,000 and less than $500,000",NT,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$100,000 and less than $250,000",NT,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$55,000 and less than $100,000",NT,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$10,000 and less than $55,000",NT,Small,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"Less than $10,000",NT,Small,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$100m or more,ACT,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$50m and less than $100m,ACT,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$10m and less than $50m,ACT,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,$1m and less than $10m,ACT,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$875,000 and less than $1m",ACT,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$750,000 and less than $875,000",ACT,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$500,000 and less than $750,000",ACT,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$250,000 and less than $500,000",ACT,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$100,000 and less than $250,000",ACT,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$55,000 and less than $100,000",ACT,Medium,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"$10,000 and less than $55,000",ACT,Small,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BAHRAIN,"Less than $10,000",ACT,Small,1,0%,,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,27140,27140
BELGIUM,$100m or more,NSW,Large,2,0%,,0,0,0,0,1,0,0,0,1,,0,0,0,0,2010768,0,0,0,2010768
BELGIUM,$50m and less than $100m,NSW,Large,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BELGIUM,$10m and less than $50m,NSW,Large,5,1%,,0,0,1,0,2,1,0,1,5,,0,0,9631185,0,6166852,212598,0,926688,16937323
BELGIUM,$1m and less than $10m,NSW,Large,23,3%,,0,0,5,1,8,2,1,6,23,,0,0,46042901,227552,29481290,1016348,2553572,4430131,83751794
BELGIUM,"$875,000 and less than $1m",NSW,Large,3,0%,,0,0,1,0,1,0,0,1,3,,0,0,5113284,0,3274038,0,0,491987,8879309
BELGIUM,"$750,000 and less than $875,000",NSW,Medium,3,0%,,0,0,1,0,1,0,0,1,3,,0,0,18471,0,33564,0,0,18349,70384
BELGIUM,"$500,000 and less than $750,000",NSW,Medium,9,1%,,0,0,2,0,4,1,0,2,9,,0,0,64733,0,117627,16149,0,64305,262813
BELGIUM,"$250,000 and less than $500,000",NSW,Medium,20,2%,,0,0,4,1,7,2,1,4,19,,0,0,138405,10283,251499,34527,60376,137492,632584
BELGIUM,"$100,000 and less than $250,000",NSW,Medium,34,4%,,1,0,8,1,13,4,1,7,35,,32147,0,238013,17684,432499,59376,103828,236443,1119990
BELGIUM,"$55,000 and less than $100,000",NSW,Medium,57,6%,,1,0,13,2,22,6,2,12,58,,54144,0,400878,29785,728444,100005,174874,398233,1886362
BELGIUM,"$10,000 and less than $55,000",NSW,Small,57,6%,,1,0,10,2,20,8,2,15,58,,3338,0,26099,4142,67213,13985,11783,47057,173617
BELGIUM,"Less than $10,000",NSW,Small,98,11%,,2,0,17,3,34,14,3,26,99,,5773,0,45128,7162,116219,24181,20375,81367,300205
BELGIUM,$100m or more,VIC,Large,1,0%,,0,0,0,0,1,0,0,0,1,,0,0,0,0,3756592,0,0,0,3756592
BELGIUM,$50m and less than $100m,VIC,Large,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BELGIUM,$10m and less than $50m,VIC,Large,4,0%,,0,0,1,0,2,0,0,1,4,,0,0,14395918,0,11521147,0,0,1091196,27008260
BELGIUM,$1m and less than $10m,VIC,Large,21,2%,,0,0,5,1,8,2,1,4,21,,0,0,68821211,279373,55078063,2742567,3374706,5216577,135512496
BELGIUM,"$875,000 and less than $1m",VIC,Large,2,0%,,0,0,1,0,1,0,0,1,3,,0,0,7642923,0,6116681,0,0,579326,14338931
BELGIUM,"$750,000 and less than $875,000",VIC,Medium,2,0%,,0,0,1,0,1,0,0,1,3,,0,0,27609,0,62705,0,0,21606,111921
BELGIUM,"$500,000 and less than $750,000",VIC,Medium,8,1%,,0,0,2,0,3,1,0,2,8,,0,0,96757,0,219755,43576,0,75721,435809
BELGIUM,"$250,000 and less than $500,000",VIC,Medium,17,2%,,0,0,5,1,7,2,1,3,19,,0,0,206877,12625,469861,93170,79791,161900,1024224
BELGIUM,"$100,000 and less than $250,000",VIC,Medium,30,3%,,1,0,8,1,12,3,1,5,31,,164669,0,355763,21712,808011,160223,137215,278417,1926010
BELGIUM,"$55,000 and less than $100,000",VIC,Medium,50,6%,,1,0,13,2,20,5,2,9,52,,277346,0,599200,36568,1360907,269859,231107,468928,3243914
BELGIUM,"$10,000 and less than $55,000",VIC,Small,50,6%,,1,0,10,2,18,7,1,12,51,,17101,0,39011,5085,125570,37737,15573,55411,295487
BELGIUM,"Less than $10,000",VIC,Small,86,10%,,2,0,17,3,31,11,2,20,86,,29570,0,67454,8793,217125,65252,26927,95812,510932
BELGIUM,$100m or more,QLD,Large,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BELGIUM,$50m and less than $100m,QLD,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BELGIUM,$10m and less than $50m,QLD,Large,2,0%,,0,0,1,0,1,0,0,1,3,,0,0,3901156,0,2575558,0,0,311277,6787991
BELGIUM,$1m and less than $10m,QLD,Large,12,1%,,0,1,3,1,3,1,1,3,13,,0,118789843,18649890,132193,12312726,356720,219863,1488092,151949328
BELGIUM,"$875,000 and less than $1m",QLD,Large,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BELGIUM,"$750,000 and less than $875,000",QLD,Medium,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BELGIUM,"$500,000 and less than $750,000",QLD,Medium,5,1%,,0,0,1,0,1,1,0,1,4,,0,0,26220,0,49126,5668,0,21600,102615
BELGIUM,"$250,000 and less than $500,000",QLD,Medium,10,1%,,0,0,3,1,3,1,0,2,10,,0,0,56062,5974,105038,12118,0,46184,225376
BELGIUM,"$100,000 and less than $250,000",QLD,Medium,17,2%,,0,0,4,1,5,2,1,4,17,,0,0,96408,10273,180631,20840,8940,79422,396514
BELGIUM,"$55,000 and less than $100,000",QLD,Medium,28,3%,,1,0,7,2,8,3,1,6,28,,59599,0,162377,17303,304231,35100,15057,133767,727435
BELGIUM,"$10,000 and less than $55,000",QLD,Small,28,3%,,1,0,6,2,8,4,1,8,30,,3675,0,10571,2406,28071,4908,1015,15807,66453
BELGIUM,"Less than $10,000",QLD,Small,48,5%,,1,1,10,3,13,7,1,13,49,,6354,3712,18279,4160,48538,8487,1754,27332,118617
BELGIUM,$100m or more,SA,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BELGIUM,$50m and less than $100m,SA,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BELGIUM,$10m and less than $50m,SA,Large,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BELGIUM,$1m and less than $10m,SA,Large,4,0%,,0,0,1,0,1,0,0,1,3,,0,0,68059036,0,51710878,0,0,3022715,122792629
BELGIUM,"$875,000 and less than $1m",SA,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BELGIUM,"$750,000 and less than $875,000",SA,Medium,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BELGIUM,"$500,000 and less than $750,000",SA,Medium,2,0%,,0,0,1,0,1,0,0,0,2,,0,0,95685,0,206320,0,0,0,302006
BELGIUM,"$250,000 and less than $500,000",SA,Medium,3,0%,,0,0,1,0,1,0,0,1,3,,0,0,204586,0,441136,0,0,93812,739534
BELGIUM,"$100,000 and less than $250,000",SA,Medium,6,1%,,0,0,2,0,2,0,0,1,5,,0,0,351823,0,758614,0,0,161327,1271764
BELGIUM,"$55,000 and less than $100,000",SA,Medium,9,1%,,1,0,3,0,3,1,0,2,10,,172757,0,592564,0,1277708,76372,0,271718,2391118
BELGIUM,"$10,000 and less than $55,000",SA,Small,9,1%,,1,0,3,0,3,1,0,2,10,,10652,0,38578,0,117893,10680,0,32107,209911
BELGIUM,"Less than $10,000",SA,Small,16,2%,,1,0,4,1,5,2,0,4,17,,18419,0,66707,8074,203851,18467,0,55518,371034
BELGIUM,$100m or more,WA,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BELGIUM,$50m and less than $100m,WA,Large,0,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BELGIUM,$10m and less than $50m,WA,Large,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
BELGIUM,$1m and less than $10m,WA,Large,7,1%,,0,1,2,0,2,1,0,2,8,,0,110009768,32856959,0,9359642,98431,0,444034,152768834
BELGIUM,"$875,000 and less than $1m",WA,Large,1,0%,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
