"Australian Exporters: by Export Value Range, Industry, State, and Destination Country",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Total Goods and Services Credit ($m),404125,"per 5368.0 Table 1 'Credits, Total goods and services' for FY 2018",,,,,,
,DATA SOURCE,5368.0.55.006 Tables 6 & 7,,5368.0.55.006 Table 1.1,,,5368.0.55.006 Table 5.1,,,,,,,,,,"5368.0.55.006 Table 5.2, and 5368.0 Table 1",,,,,,,,
,,,,Number of Goods Exporters,,,Industry of exporter,,,,,,,,,,Value of Goods and Services Exports in FY 2018 by Industry of exporter (ratio per cell multiplied by Total Goods and Services),,,,,,,,
Destination Country,Value Range,State,Size,Total,,,"Agriculture, forestry and fishing",Mining,Manufacturing,Construction,Wholesale Trade,Retail Trade,"Transport, postal and warehousing",Other (c),TOTAL,,"Agriculture, forestry and fishing",Mining,Manufacturing,Construction,Wholesale Trade,Retail Trade,"Transport, postal and warehousing",Other (c),TOTAL
,,,,no.,%,,no.,no.,no.,no.,no.,no.,no.,no.,no.,,$,$,$,$,$,$,$,$,$
SRI LANKA,$10m and less than $50m,SA,Large,1,0.000913462,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,$1m and less than $10m,SA,Large,3,0.004366903,,0,0,1,0,1,0,0,1,3,,0,0,22498855,0,17094505,0,0,999245,40592605
SRI LANKA,"$875,000 and less than $1m",SA,Large,0,0.000484965,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$750,000 and less than $875,000",SA,Medium,0,0.000484965,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$500,000 and less than $750,000",SA,Medium,1,0.001699593,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$250,000 and less than $500,000",SA,Medium,2,0.003633918,,0,0,1,0,1,0,0,0,2,,0,0,67632,0,145830,0,0,0,213462
SRI LANKA,"$100,000 and less than $250,000",SA,Medium,4,0.006249188,,0,0,1,0,1,0,0,1,3,,0,0,116305,0,250781,0,0,53331,420418
SRI LANKA,"$55,000 and less than $100,000",SA,Medium,6,0.010525298,,1,0,2,0,2,1,0,1,7,,57110,0,195889,0,422383,25247,0,89824,790452
SRI LANKA,"$10,000 and less than $55,000",SA,Small,6,0.010525298,,1,0,2,0,2,1,0,1,7,,3521,0,12753,0,38973,3531,0,10614,69392
SRI LANKA,"Less than $10,000",SA,Small,11,0.018199487,,1,0,3,0,3,1,0,2,10,,6089,0,22052,0,67389,6105,0,18353,119987
SRI LANKA,$100m or more,WA,Large,0,0.000499103,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,$50m and less than $100m,WA,Large,0,0.000311708,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,$10m and less than $50m,WA,Large,1,0.001530708,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,$1m and less than $10m,WA,Large,4,0.00731771,,0,1,1,0,1,0,0,1,4,,0,36366866,10861805,0,3094096,0,0,146788,50469555
SRI LANKA,"$875,000 and less than $1m",WA,Large,0,0.000812667,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$750,000 and less than $875,000",WA,Medium,0,0.000812667,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$500,000 and less than $750,000",WA,Medium,2,0.002848044,,0,0,1,0,1,0,0,0,2,,0,0,15271,0,12345,0,0,0,27616
SRI LANKA,"$250,000 and less than $500,000",WA,Medium,4,0.006089433,,0,0,1,0,1,0,0,1,3,,0,0,32651,0,26395,0,0,4556,63601
SRI LANKA,"$100,000 and less than $250,000",WA,Medium,6,0.010471895,,0,0,2,0,2,1,0,2,7,,0,0,56149,0,45391,1901,0,7834,111275
SRI LANKA,"$55,000 and less than $100,000",WA,Medium,10,0.017637462,,0,0,3,1,3,1,0,2,10,,0,0,94570,3228,76451,3202,0,13195,190645
SRI LANKA,"$10,000 and less than $55,000",WA,Small,10,0.017637462,,0,0,2,1,3,1,0,3,10,,0,0,6157,449,7054,448,0,1559,15667
SRI LANKA,"Less than $10,000",WA,Small,18,0.03049726,,1,1,3,1,4,2,1,5,18,,843,1136,10646,776,12197,774,312,2696,29381
SRI LANKA,$100m or more,TAS,Large,0,5.05327E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,$50m and less than $100m,TAS,Large,0,3.15594E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,$10m and less than $50m,TAS,Large,0,0.000154979,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,$1m and less than $10m,TAS,Large,0,0.000740895,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$875,000 and less than $1m",TAS,Large,0,8.228E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$750,000 and less than $875,000",TAS,Medium,0,8.228E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$500,000 and less than $750,000",TAS,Medium,0,0.000288356,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$250,000 and less than $500,000",TAS,Medium,0,0.000616536,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$100,000 and less than $250,000",TAS,Medium,1,0.001060247,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$55,000 and less than $100,000",TAS,Medium,1,0.001785738,,0,0,1,0,0,0,0,0,1,,0,0,220129,0,0,0,0,0,220129
SRI LANKA,"$10,000 and less than $55,000",TAS,Small,1,0.001785738,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"Less than $10,000",TAS,Small,2,0.003087753,,0,0,1,0,0,0,0,1,2,,0,0,24781,0,0,0,0,0,24781
SRI LANKA,$100m or more,NT,Large,0,6.80503E-06,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,$50m and less than $100m,NT,Large,0,4.24998E-06,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,$10m and less than $50m,NT,Large,0,2.08705E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,$1m and less than $10m,NT,Large,0,9.97734E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$875,000 and less than $1m",NT,Large,0,1.10803E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$750,000 and less than $875,000",NT,Medium,0,1.10803E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$500,000 and less than $750,000",NT,Medium,0,3.88317E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$250,000 and less than $500,000",NT,Medium,0,8.30265E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$100,000 and less than $250,000",NT,Medium,0,0.000142779,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$55,000 and less than $100,000",NT,Medium,0,0.000240478,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$10,000 and less than $55,000",NT,Small,0,0.000240478,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"Less than $10,000",NT,Small,0,0.000415815,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,$100m or more,ACT,Large,0,5.92857E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,$50m and less than $100m,ACT,Large,0,3.7026E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,$10m and less than $50m,ACT,Large,0,0.000181824,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,$1m and less than $10m,ACT,Large,1,0.00086923,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$875,000 and less than $1m",ACT,Large,0,9.65321E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$750,000 and less than $875,000",ACT,Medium,0,9.65321E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$500,000 and less than $750,000",ACT,Medium,0,0.000338303,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$250,000 and less than $500,000",ACT,Medium,0,0.00072333,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$100,000 and less than $250,000",ACT,Medium,1,0.001243898,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SRI LANKA,"$55,000 and less than $100,000",ACT,Medium,1,0.002095056,,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,295175,295175
SRI LANKA,"$10,000 and less than $55,000",ACT,Small,1,0.002095056,,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,34879,34879
SRI LANKA,"Less than $10,000",ACT,Small,2,0.0036226,,0,0,0,0,1,0,0,1,2,,0,0,0,0,79079,0,0,60310,139389
SWEDEN,$100m or more,NSW,Large,1,0%,,0,0,0,0,1,0,0,0,1,,0,0,0,0,481919,0,0,0,481919
SWEDEN,$50m and less than $100m,NSW,Large,1,0.001119349,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,$10m and less than $50m,NSW,Large,4,0.005496805,,0,0,1,0,1,0,0,1,3,,0,0,2308300,0,1478006,0,0,222099,4008405
SWEDEN,$1m and less than $10m,NSW,Large,19,0.02627806,,0,0,4,1,7,2,1,4,19,,0,0,11035075,54537,7065764,243588,612013,1061767,20072744
SWEDEN,"$875,000 and less than $1m",NSW,Large,2,0.002918304,,0,0,1,0,1,0,0,1,3,,0,0,1225498,0,784687,0,0,117914,2128099
SWEDEN,"$750,000 and less than $875,000",NSW,Medium,2,0.002918304,,0,0,1,0,1,0,0,1,3,,0,0,4427,0,8044,0,0,4398,16869
SWEDEN,"$500,000 and less than $750,000",NSW,Medium,7,0.010227389,,0,0,2,0,3,1,0,2,8,,0,0,15514,0,28192,3870,0,15412,62988
SWEDEN,"$250,000 and less than $500,000",NSW,Medium,15,0.02186729,,0,0,4,1,6,2,1,3,17,,0,0,33172,2465,60277,8275,14470,32953,151611
SWEDEN,"$100,000 and less than $250,000",NSW,Medium,27,0.03760481,,1,0,6,1,10,3,1,5,27,,7705,0,57045,4238,103657,14231,24884,56668,268427
SWEDEN,"$55,000 and less than $100,000",NSW,Medium,45,0.063336521,,1,0,10,2,17,5,2,9,46,,12977,0,96078,7139,174586,23968,41912,95444,452103
SWEDEN,"$10,000 and less than $55,000",NSW,Small,45,0.063336521,,1,0,8,2,16,6,2,12,47,,800,0,6255,993,16109,3352,2824,11278,41611
SWEDEN,"Less than $10,000",NSW,Small,77,0.109516346,,1,0,13,3,27,11,3,21,79,,1384,0,10816,1716,27854,5796,4883,19501,71950
SWEDEN,$100m or more,VIC,Large,1,0.001581573,,0,0,0,0,1,0,0,0,1,,0,0,0,0,900340,0,0,0,900340
SWEDEN,$50m and less than $100m,VIC,Large,1,0.000987748,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,$10m and less than $50m,VIC,Large,3,0.004850549,,0,0,1,0,1,0,0,1,3,,0,0,3450261,0,2761267,0,0,261526,6473054
SWEDEN,$1m and less than $10m,VIC,Large,16,0.023188563,,0,0,4,1,6,1,1,3,16,,0,0,16494340,66957,13200528,657309,808814,1250254,32478202
SWEDEN,"$875,000 and less than $1m",VIC,Large,2,0.0025752,,0,0,1,0,1,0,0,0,2,,0,0,1831775,0,1465982,0,0,0,3297757
SWEDEN,"$750,000 and less than $875,000",VIC,Medium,2,0.0025752,,0,0,1,0,1,0,0,0,2,,0,0,6617,0,15029,0,0,0,21646
SWEDEN,"$500,000 and less than $750,000",VIC,Medium,6,0.00902496,,0,0,2,0,3,1,0,1,7,,0,0,23190,0,52669,10444,0,18148,104450
SWEDEN,"$250,000 and less than $500,000",VIC,Medium,14,0.019296365,,0,0,4,1,5,1,1,3,15,,0,0,49582,3026,112611,22330,19123,38802,245475
SWEDEN,"$100,000 and less than $250,000",VIC,Medium,23,0.033183633,,1,0,6,1,9,2,1,4,24,,39466,0,85266,5204,193656,38401,32886,66728,461606
SWEDEN,"$55,000 and less than $100,000",VIC,Medium,39,0.055890081,,1,0,10,1,16,4,1,7,40,,66471,0,143610,8764,326168,64677,55389,112388,777467
SWEDEN,"$10,000 and less than $55,000",VIC,Small,39,0.055890081,,1,0,8,1,14,5,1,9,39,,4099,0,9350,1219,30095,9044,3732,13280,70819
SWEDEN,"Less than $10,000",VIC,Small,68,0.09664057,,1,0,14,2,25,9,2,16,69,,7087,0,16167,2107,52038,15639,6454,22963,122455
SWEDEN,$100m or more,QLD,Large,1,0.000886438,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,$50m and less than $100m,QLD,Large,0,0.000553612,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,$10m and less than $50m,QLD,Large,2,0.002718628,,0,0,1,0,1,0,0,1,3,,0,0,934988,0,617282,0,0,74604,1626874
SWEDEN,$1m and less than $10m,QLD,Large,9,0.01299669,,0,1,2,1,3,1,1,2,11,,0,28470293,4469808,31683,2950984,85495,52694,356650,36417607
SWEDEN,"$875,000 and less than $1m",QLD,Large,1,0.001443344,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$750,000 and less than $875,000",QLD,Medium,1,0.001443344,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$500,000 and less than $750,000",QLD,Medium,4,0.005058296,,0,0,1,0,1,1,0,1,4,,0,0,6284,0,11774,1358,0,5177,24594
SWEDEN,"$250,000 and less than $500,000",QLD,Medium,8,0.010815197,,0,0,2,1,2,1,0,2,8,,0,0,13436,1432,25174,2904,0,11069,54016
SWEDEN,"$100,000 and less than $250,000",QLD,Medium,13,0.018598712,,0,0,3,1,4,2,0,3,13,,0,0,23106,2462,43292,4995,0,19035,92890
SWEDEN,"$55,000 and less than $100,000",QLD,Medium,22,0.031325187,,1,0,6,1,7,3,1,5,24,,14284,0,38917,4147,72915,8412,3609,32060,174344
SWEDEN,"$10,000 and less than $55,000",QLD,Small,22,0.031325187,,1,0,4,1,6,3,1,6,22,,881,0,2534,577,6728,1176,243,3788,15927
SWEDEN,"Less than $10,000",QLD,Small,38,0.05416496,,1,0,8,2,10,6,1,11,39,,1523,0,4381,997,11633,2034,420,6551,27539
SWEDEN,$100m or more,SA,Large,0,0.000297844,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,$50m and less than $100m,SA,Large,0,0.000186014,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,$10m and less than $50m,SA,Large,1,0.000913462,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,$1m and less than $10m,SA,Large,3,0.004366903,,0,0,1,0,1,0,0,1,3,,0,0,16311670,0,12393516,0,0,724452,29429638
SWEDEN,"$875,000 and less than $1m",SA,Large,0,0.000484965,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$750,000 and less than $875,000",SA,Medium,0,0.000484965,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$500,000 and less than $750,000",SA,Medium,1,0.001699593,,0,0,1,0,0,0,0,0,1,,0,0,22933,0,0,0,0,0,22933
SWEDEN,"$250,000 and less than $500,000",SA,Medium,3,0.003633918,,0,0,1,0,1,0,0,1,3,,0,0,49033,0,105727,0,0,22484,177244
SWEDEN,"$100,000 and less than $250,000",SA,Medium,4,0.006249188,,0,0,2,0,1,0,0,1,4,,0,0,84321,0,181817,0,0,38665,304803
SWEDEN,"$55,000 and less than $100,000",SA,Medium,7,0.010525298,,1,0,3,0,2,1,0,1,8,,41405,0,142019,0,306228,18304,0,65122,573078
SWEDEN,"$10,000 and less than $55,000",SA,Small,7,0.010525298,,1,0,2,0,2,1,0,2,8,,2553,0,9246,0,28255,2560,0,7695,50309
SWEDEN,"Less than $10,000",SA,Small,13,0.018199487,,1,0,4,0,4,1,0,3,13,,4414,0,15988,0,48857,4426,0,13306,86991
SWEDEN,$100m or more,WA,Large,0,0.000499103,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,$50m and less than $100m,WA,Large,0,0.000311708,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,$10m and less than $50m,WA,Large,1,0.001530708,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,$1m and less than $10m,WA,Large,5,0.00731771,,0,1,1,0,1,0,0,1,4,,0,26365978,7874808,0,2243220,0,0,106421,36590427
SWEDEN,"$875,000 and less than $1m",WA,Large,1,0.000812667,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$750,000 and less than $875,000",WA,Medium,1,0.000812667,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$500,000 and less than $750,000",WA,Medium,2,0.002848044,,0,0,1,0,1,0,0,1,3,,0,0,11071,0,8950,0,0,1545,21566
SWEDEN,"$250,000 and less than $500,000",WA,Medium,4,0.006089433,,0,0,1,0,1,1,0,1,4,,0,0,23672,0,19136,801,0,3303,46913
SWEDEN,"$100,000 and less than $250,000",WA,Medium,7,0.010471895,,0,0,2,1,2,1,0,2,8,,0,0,40708,1389,32909,1378,0,5680,82064
SWEDEN,"$55,000 and less than $100,000",WA,Medium,12,0.017637462,,1,1,3,1,3,1,1,3,14,,5735,6266,68563,2340,55427,2321,1942,9566,152161
SWEDEN,"$10,000 and less than $55,000",WA,Small,12,0.017637462,,1,1,2,1,3,2,0,4,14,,354,476,4464,325,5114,325,0,1130,12188
SWEDEN,"Less than $10,000",WA,Small,22,0.03049726,,1,1,4,1,5,3,1,6,22,,611,824,7718,563,8843,561,226,1955,21302
SWEDEN,$100m or more,TAS,Large,0,5.05327E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,$50m and less than $100m,TAS,Large,0,3.15594E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,$10m and less than $50m,TAS,Large,0,0.000154979,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,$1m and less than $10m,TAS,Large,1,0.000740895,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$875,000 and less than $1m",TAS,Large,0,8.228E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$750,000 and less than $875,000",TAS,Medium,0,8.228E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$500,000 and less than $750,000",TAS,Medium,0,0.000288356,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$250,000 and less than $500,000",TAS,Medium,0,0.000616536,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$100,000 and less than $250,000",TAS,Medium,1,0.001060247,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$55,000 and less than $100,000",TAS,Medium,1,0.001785738,,0,0,1,0,0,0,0,0,1,,0,0,159593,0,0,0,0,0,159593
SWEDEN,"$10,000 and less than $55,000",TAS,Small,1,0.001785738,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"Less than $10,000",TAS,Small,2,0.003087753,,0,0,1,0,0,0,0,1,2,,0,0,17966,0,0,0,0,0,17966
SWEDEN,$100m or more,NT,Large,0,6.80503E-06,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,$50m and less than $100m,NT,Large,0,4.24998E-06,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,$10m and less than $50m,NT,Large,0,2.08705E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,$1m and less than $10m,NT,Large,0,9.97734E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$875,000 and less than $1m",NT,Large,0,1.10803E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$750,000 and less than $875,000",NT,Medium,0,1.10803E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$500,000 and less than $750,000",NT,Medium,0,3.88317E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$250,000 and less than $500,000",NT,Medium,0,8.30265E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$100,000 and less than $250,000",NT,Medium,0,0.000142779,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$55,000 and less than $100,000",NT,Medium,0,0.000240478,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$10,000 and less than $55,000",NT,Small,0,0.000240478,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"Less than $10,000",NT,Small,0,0.000415815,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,$100m or more,ACT,Large,0,5.92857E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,$50m and less than $100m,ACT,Large,0,3.7026E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,$10m and less than $50m,ACT,Large,0,0.000181824,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,$1m and less than $10m,ACT,Large,1,0.00086923,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$875,000 and less than $1m",ACT,Large,0,9.65321E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$750,000 and less than $875,000",ACT,Medium,0,9.65321E-05,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$500,000 and less than $750,000",ACT,Medium,0,0.000338303,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$250,000 and less than $500,000",ACT,Medium,1,0.00072333,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$100,000 and less than $250,000",ACT,Medium,1,0.001243898,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWEDEN,"$55,000 and less than $100,000",ACT,Medium,1,0.002095056,,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,214002,214002
SWEDEN,"$10,000 and less than $55,000",ACT,Small,1,0.002095056,,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,25287,25287
SWEDEN,"Less than $10,000",ACT,Small,3,0.0036226,,0,0,0,0,1,1,0,1,3,,0,0,0,0,57332,35246,0,43725,136303
SWITZERLAND,$100m or more,NSW,Large,1,0%,,0,0,0,0,1,0,0,0,1,,0,0,0,0,15288480,0,0,0,15288480
SWITZERLAND,$50m and less than $100m,NSW,Large,1,0.001119349,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWITZERLAND,$10m and less than $50m,NSW,Large,5,0.005496805,,0,0,1,0,2,0,0,1,4,,0,0,73228843,0,46888462,0,0,7045893,127163199
SWITZERLAND,$1m and less than $10m,NSW,Large,22,0.02627806,,0,0,5,1,8,2,1,5,22,,0,0,350078252,1730146,224155266,7727606,19415590,33683640,636790499
SWITZERLAND,"$875,000 and less than $1m",NSW,Large,2,0.002918304,,0,0,1,0,1,0,0,1,3,,0,0,38877859,0,24893511,0,0,3740729,67512098
SWITZERLAND,"$750,000 and less than $875,000",NSW,Medium,2,0.002918304,,0,0,1,0,1,0,0,1,3,,0,0,140440,0,255197,0,0,139513,535150
SWITZERLAND,"$500,000 and less than $750,000",NSW,Medium,9,0.010227389,,0,0,2,0,3,1,0,2,8,,0,0,492181,0,894353,122782,0,488934,1998251
SWITZERLAND,"$250,000 and less than $500,000",NSW,Medium,18,0.02186729,,0,0,4,1,7,2,1,4,19,,0,0,1052338,78188,1912227,262522,459058,1045395,4809728
SWITZERLAND,"$100,000 and less than $250,000",NSW,Medium,31,0.03760481,,1,0,7,1,12,4,1,6,32,,244421,0,1809688,134459,3288424,451454,789434,1797748,8515629
SWITZERLAND,"$55,000 and less than $100,000",NSW,Medium,53,0.063336521,,1,0,12,2,20,6,2,11,54,,411671,0,3047996,226465,5538582,760370,1329618,3027887,14342589
SWITZERLAND,"$10,000 and less than $55,000",NSW,Small,53,0.063336521,,1,0,9,2,18,8,2,14,54,,25384,0,198438,31491,511040,106330,89593,357790,1320066
SWITZERLAND,"Less than $10,000",NSW,Small,92,0.109516346,,2,0,16,3,32,13,3,24,93,,43891,0,343122,54452,883649,183857,154918,618661,2282551
SWITZERLAND,$100m or more,VIC,Large,1,0.001581573,,0,0,0,0,1,0,0,0,1,,0,0,0,0,28562518,0,0,0,28562518
SWITZERLAND,$50m and less than $100m,VIC,Large,1,0.000987748,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SWITZERLAND,$10m and less than $50m,VIC,Large,4,0.004850549,,0,0,1,0,2,0,0,1,4,,0,0,109456563,0,87598801,0,0,8296694,205352058
SWITZERLAND,$1m and less than $10m,VIC,Large,19,0.023188563,,0,0,5,1,7,2,1,4,20,,0,0,523268708,2124155,418775357,20852574,25658924,39663228,1030342946
SWITZERLAND,"$875,000 and less than $1m",VIC,Large,2,0.0025752,,0,0,1,0,1,0,0,1,3,,0,0,58111484,0,46507000,0,0,4404791,109023274
SWITZERLAND,"$750,000 and less than $875,000",VIC,Medium,2,0.0025752,,0,0,1,0,1,0,0,0,2,,0,0,209918,0,476768,0,0,0,686686
SWITZERLAND,"$500,000 and less than $750,000",VIC,Medium,8,0.00902496,,0,0,2,0,3,1,0,1,7,,0,0,735673,0,1670865,331322,0,575731,3313590
SWITZERLAND,"$250,000 and less than $500,000",VIC,Medium,16,0.019296365,,0,0,4,1,6,2,1,3,17,,0,0,1572950,95994,3572494,708403,606674,1230976,7787491
SWITZERLAND,"$100,000 and less than $250,000",VIC,Medium,28,0.033183633,,1,0,7,1,11,3,1,5,29,,1252027,0,2704975,165080,6143558,1218228,1043287,2116888,14644044
SWITZERLAND,"$55,000 and less than $100,000",VIC,Medium,47,0.055890081,,1,0,12,2,18,5,1,8,47,,2108748,0,4555899,278039,10347389,2051821,1757173,3565403,24664472
SWITZERLAND,"$10,000 and less than $55,000",VIC,Small,47,0.055890081,,1,0,9,1,17,6,1,11,46,,130025,0,296609,38663,954744,286927,118403,421305,2246677
